"DPT_EXE","DEPART","ARRIVEE","NBRE"
"68",68134,68066,1
"71",21412,21196,1
"21",75113,21166,1
"89",21603,21321,1
"21",21414,21617,1
"21",21231,58086,1
"07",7324,26092,1
"71",71182,71190,1
"21",21003,10261,1
"89",21114,21603,1
"44",44190,44109,1
"21",21122,21000,1
"83",83087,13055,1
"39",21171,39013,1
"21",21277,92060,1
"33",33249,33063,1
"21",21003,21515,1
"21",89024,21122,1
"29",29151,29151,1
"21",1001,21603,1
"71",71516,69123,1
"83",83148,83061,1
"21",21023,21533,1
"21",21231,52448,1
"91",91021,91552,1
"21",69387,21429,1
"26",26220,84045,1
"21",21155,21054,1
"89",21231,21209,1
"10",21231,10034,1
"58",94076,89020,1
"89",89483,89287,1
"21",71475,21606,1
"58",21501,21232,1
"21",21375,21617,1
"89",21530,89024,1
"74",74080,74181,1
"21",21515,71076,1
"89",21617,89238,1
"07",7331,7019,1
"89",94028,21073,1
"89",21231,21584,1
"86",86165,86070,1
"78",75115,78616,1
"21",21038,21390,1
"25",21225,21231,1
"52",52017,21154,1
"83",83061,83055,1
"58",71014,58110,1
"21",71182,21540,1
"42",42259,42207,1
"71",71182,21190,1
"22",56151,22136,1
"21",21642,71182,1
"21",21177,38516,1
"89",21112,21054,1
"21",72134,21663,1
"21",21425,10437,1
"21",21038,39573,1
"21",39436,21464,1
"21",21645,70279,1
"21",25056,39139,1
"97",97113,97101,1
"21",21567,21408,1
"21",21054,21415,1
"21",0,21632,1
"71",21231,21193,1
"21",21021,21469,1
"59",59593,59129,1
"69",69384,69386,1
"21",21054,21156,1
"21",21231,10034,1
"39",71379,21054,1
"69",69386,69212,1
"71",71588,71342,1
"75",75014,92000,1
"04",4108,13055,1
"21",21231,18020,1
"21",21554,69123,1
"58",71182,58226,1
"58",58235,89025,1
"89",21231,21582,1
"71",21582,75113,1
"71",71076,21294,1
"21",89204,21247,1
"71",71014,21325,1
"89",21694,21231,1
"89",21231,21709,1
"89",89077,21617,1
"39",21231,39013,1
"21",21292,70279,1
"25",21231,21198,1
"89",21059,21231,1
"44",44106,44184,1
"21",21390,21171,1
"21",21383,21355,1
"25",25364,25056,1
"31",31555,31459,1
"21",39056,21716,1
"71",86182,0,1
"21",21485,21054,1
"94",94068,94017,1
"21",0,33063,1
"08",8105,51058,1
"73",73143,73248,1
"25",21231,21700,1
"95",95585,95504,1
"21",21515,54528,1
"75",75999,75115,1
"25",25056,21107,1
"21",21166,21089,1
"52",52121,52377,1
"21",39198,89257,1
"21",21231,58079,1
"45",77333,21603,1
"71",21401,71475,1
"45",45302,45006,1
"25",21231,21261,1
"83",83061,83099,1
"71",71076,21593,1
"21",88258,21292,1
"52",54395,52353,1
"21",22150,21000,1
"21",21171,71182,1
"21",21610,21515,1
"13",84089,13001,1
"21",75877,21310,1
"21",21166,21178,1
"89",21166,21166,1
"21",21038,21003,1
"77",77155,77237,1
"04",4116,4070,1
"71",71076,71158,1
"75",75110,75119,1
"21",21534,71475,1
"21",71100,21086,1
"21",71076,21501,1
"21",21185,69152,1
"21",21263,21213,1
"21",21231,51030,1
"21",54547,21617,1
"10",21149,51504,1
"21",21231,73201,1
"21",21584,21121,1
"21",21408,89077,1
"21",21180,21166,1
"95",95277,95018,1
"21",21485,71182,1
"51",51474,51454,1
"39",39027,39300,1
"21",21657,21000,1
"21",71475,21131,1
"74",74010,74205,1
"25",21278,75056,1
"93",93001,93001,1
"21",51069,21464,1
"21",71014,21355,1
"39",21554,21231,1
"21",21715,71153,1
"02",2676,2408,1
"42",42222,21585,1
"21",21642,21247,1
"34",34301,34150,1
"71",71306,71014,1
"21",21039,0,1
"71",71076,21360,1
"21",65241,58196,1
"58",21349,21231,1
"21",21385,21000,1
"89",21231,21544,1
"21",21231,42275,1
"39",39300,71263,1
"14",14202,14118,1
"74",74191,74019,1
"21",21642,21584,1
"18",18109,18033,1
"69",69199,69029,1
"21",21603,21332,1
"21",52121,21706,1
"21",21432,10033,1
"21",54395,21090,1
"42",42187,71133,1
"25",21617,21227,1
"89",21171,21515,1
"71",71230,71076,1
"21",21413,21584,1
"21",87184,39198,1
"28",28023,28110,1
"71",71153,71014,1
"92",92051,75118,1
"21",21456,89024,1
"25",25056,21154,1
"21",21474,75117,1
"69",69266,21405,1
"69",69383,69387,1
"21",21645,21515,1
"21",21278,21352,1
"78",92051,92026,1
"69",69204,69290,1
"21",21800,75013,1
"10",21302,10034,1
"21",89187,21231,1
"21",21234,21617,1
"71",21100,21231,1
"25",21054,21334,1
"25",21712,21231,1
"21",21231,21019,1
"21",21278,21707,1
"84",84138,26220,1
"21",21209,21027,1
"21",21351,21038,1
"21",21024,21166,1
"21",21231,21658,1
"69",69029,69264,1
"73",73176,73054,1
"74",74243,74243,1
"21",21038,21227,1
"21",21180,39000,1
"91",77288,77445,1
"39",1283,39478,1
"21",21603,89412,1
"88",88289,88321,1
"21",89025,21455,1
"49",49007,49278,1
"21",21584,21038,1
"02",51454,51250,1
"21",21231,18138,1
"70",70408,25056,1
"71",71475,71003,1
"38",38318,69189,1
"21",21054,21165,1
"89",21617,21224,1
"89",89348,75114,1
"39",39198,21464,1
"21",21584,21278,1
"33",33160,33243,1
"25",21054,71118,1
"21",25056,70265,1
"21",21603,21623,1
"92",92050,92050,1
"13",13055,13056,1
"69",69244,69152,1
"21",21211,21317,1
"21",71475,21534,1
"21",21151,21501,1
"89",21670,21603,1
"21",21411,75101,1
"13",13005,13005,1
"95",95268,95277,1
"21",21198,89024,1
"21",21278,69034,1
"71",71269,71076,1
"39",39436,21038,1
"58",58115,58095,1
"71",21501,71014,1
"89",21603,21232,1
"21",71880,21410,1
"71",71182,21481,1
"21",21603,21652,1
"21",21265,9230,1
"21",39198,21031,1
"21",69123,21623,1
"21",21171,21639,1
"85",85035,85194,1
"29",29151,29207,1
"29",29207,29151,1
"21",21241,21000,1
"78",78575,78158,1
"21",52017,21154,1
"21",21103,71118,1
"71",21054,71351,1
"21",21064,21054,1
"25",21231,21571,1
"89",21231,21504,1
"39",39083,39300,1
"21",21295,69381,1
"21",21254,21617,1
"21",21099,69123,1
"71",21236,21617,1
"89",21663,21525,1
"21",21515,21619,1
"80",80674,80021,1
"21",69034,52126,1
"89",99999,89418,1
"39",39171,39300,1
"21",10034,52121,1
"21",21000,21638,1
"21",21476,71475,1
"21",21556,21617,1
"21",21000,21154,1
"25",21231,21685,1
"71",21850,71640,1
"21",69000,21169,1
"21",21408,21005,1
"21",71578,21231,1
"21",21464,21001,1
"89",21231,89159,1
"21",21540,71182,1
"07",7304,7019,1
"92",92075,75114,1
"21",21171,21486,1
"21",21584,21251,1
"89",89404,89387,1
"21",21617,21242,1
"21",21231,59525,1
"21",21295,21038,1
"21",69152,21170,1
"07",26198,21231,1
"21",21292,69383,1
"21",39198,21317,1
"21",21231,69389,1
"93",94041,93008,1
"21",21166,21203,1
"21",21054,21337,1
"21",71076,21274,1
"21",21408,21561,1
"21",21259,89387,1
"21",71396,21231,1
"21",21515,21553,1
"21",21227,21535,1
"69",69113,69123,1
"97",97449,97416,1
"21",21231,89229,1
"58",58105,58095,1
"83",83069,83043,1
"89",89483,21231,1
"21",39436,21502,1
"21",21524,10333,1
"21",21150,71076,1
"21",21054,71520,1
"21",21559,21273,1
"83",83023,83046,1
"57",57463,57441,1
"71",71081,21200,1
"75",77500,75016,1
"89",89387,89024,1
"21",21154,21364,1
"21",21009,21603,1
"21",21054,75101,1
"01",1091,74109,1
"21",21282,21515,1
"21",21540,21390,1
"69",69270,69152,1
"89",21213,21231,1
"06",6004,83081,1
"30",30189,84019,1
"89",21231,21573,1
"25",25112,25056,1
"21",71076,21327,1
"71",71153,71407,1
"21",69300,21525,1
"89",89024,21171,1
"21",21539,21054,1
"21",71076,21292,1
"91",94054,75056,1
"21",21154,75105,1
"21",21104,21603,1
"86",86207,86066,1
"43",43157,43160,1
"25",21171,21317,1
"89",89378,89025,1
"21",21021,70279,1
"25",25361,25462,1
"21",21408,21461,1
"21",21154,69123,1
"21",21278,21521,1
"17",17219,17311,1
"25",21584,21008,1
"35",35238,35352,1
"21",21532,71182,1
"54",54039,88413,1
"69",42222,21231,1
"21",21632,21355,1
"01",69385,21587,1
"21",21192,0,1
"58",18205,58194,1
"68",68066,68026,1
"75",75110,75115,1
"63",63118,63113,1
"50",50025,50218,1
"21",21240,21160,1
"10",10034,21305,1
"25",90097,90008,1
"21",21526,21617,1
"39",25056,39310,1
"29",29239,29151,1
"71",39300,71379,1
"71",71153,21412,1
"21",21607,21332,1
"21",21290,83113,1
"21",70433,21162,1
"89",21299,21231,1
"21",71014,21318,1
"57",57630,54395,1
"25",21540,39056,1
"89",89074,21353,1
"03",3185,3041,1
"21",71073,21461,1
"71",71263,21607,1
"21",21464,21525,1
"25",21170,21606,1
"06",6029,83086,1
"21",21322,21464,1
"75",75117,75118,1
"89",21501,21710,1
"25",21054,21347,1
"21",21590,21295,1
"37",37003,37003,1
"54",54654,54304,1
"89",89218,89206,1
"21",71014,21007,1
"21",21515,21320,1
"69",69383,21054,1
"26",26362,26196,1
"92",92019,92023,1
"39",39198,21057,1
"21",21606,39436,1
"21",59350,21231,1
"82",82134,21540,1
"71",21334,21231,1
"21",21200,1315,1
"21",21021,21323,1
"21",21467,70279,1
"21",21603,84113,1
"21",21611,21287,1
"21",21485,71153,1
"25",21054,21285,1
"22",22162,22162,1
"21",21567,21023,1
"21",71182,21009,1
"21",21231,2261,1
"21",92060,21508,1
"25",21585,21054,1
"21",71502,21231,1
"90",90075,90097,1
"21",54357,21154,1
"89",21560,21603,1
"21",21144,21231,1
"69",69286,69387,1
"25",71076,21534,1
"21",21278,21582,1
"25",21311,25056,1
"21",21166,39198,1
"82",82155,82037,1
"38",38314,38516,1
"21",21278,69152,1
"89",21231,21441,1
"25",86194,21452,1
"21",21171,94076,1
"21",21185,71182,1
"21",21549,21617,1
"21",21707,21617,1
"39",39173,39300,1
"21",21432,21432,1
"21",21112,21263,1
"71",71182,71230,1
"21",21617,21339,1
"89",77186,89074,1
"60",60159,60176,1
"21",21295,21000,1
"21",21058,21545,1
"21",21000,21183,1
"38",38421,38516,1
"89",21571,21231,1
"80",80228,80001,1
"71",0,58196,1
"25",21699,25056,1
"25",69014,21473,1
"21",21054,21249,1
"21",21711,21425,1
"21",21299,21425,1
"21",75056,21132,1
"58",58106,89025,1
"21",21617,21085,1
"25",21639,21171,1
"21",21425,21199,1
"60",60175,60175,1
"21",21603,39198,1
"71",71475,71085,1
"21",67445,21496,1
"21",21534,71182,1
"21",21192,21515,1
"11",11081,11069,1
"21",21500,21663,1
"21",21326,71182,1
"21",21632,21458,1
"94",94015,93047,1
"71",21461,71118,1
"21",21565,21166,1
"75",75018,94190,1
"70",70331,21617,1
"21",21617,69133,1
"89",21021,21231,1
"25",21617,21106,1
"25",21106,21617,1
"21",71076,21663,1
"21",21054,21383,1
"10",21305,75056,1
"71",71118,21318,1
"21",21335,71014,1
"71",21683,71076,1
"25",69029,21054,1
"60",60686,95313,1
"33",33260,33529,1
"77",77053,77288,1
"21",21231,71297,1
"52",52492,52269,1
"62",59350,59350,1
"91",77288,77152,1
"30",13055,30189,1
"21",51454,21292,1
"78",78321,78158,1
"21",21086,71100,1
"21",71880,21200,1
"21",21521,78158,1
"21",69266,21268,1
"21",0,21230,1
"21",21288,21617,1
"21",21425,21,1
"21",21692,21166,1
"21",70550,21574,1
"21",21711,21540,1
"21",70279,21496,1
"21",21215,75114,1
"30",30133,34145,1
"41",41067,41018,1
"69",69383,21013,1
"52",52269,52306,1
"21",21617,21243,1
"25",25056,21657,1
"90",90030,90097,1
"20",20313,20033,1
"25",21054,21606,1
"39",21572,21292,1
"89",25056,21643,1
"21",21446,89025,1
"89",21149,21603,1
"21",21209,0,1
"21",21355,89074,1
"73",73011,73024,1
"75",75005,91000,1
"25",69385,21315,1
"35",35238,35126,1
"52",52269,52545,1
"49",49278,49007,1
"39",21699,21231,1
"21",21154,21028,1
"89",89227,89024,1
"26",26083,26281,1
"65",65408,65258,1
"21",21425,75056,1
"38",21231,21231,1
"21",21617,21293,1
"21",21154,69300,1
"25",21223,69152,1
"71",71073,21087,1
"21",21425,21484,1
"25",21231,21071,1
"21",21390,21540,1
"39",75113,39198,1
"77",77288,75056,1
"21",21231,79311,1
"21",21408,21092,1
"21",21617,21526,1
"21",21408,21605,1
"25",21087,21611,1
"21",69385,21231,1
"72",41238,72269,1
"69",21231,1249,1
"25",21023,21231,1
"21",21250,39000,1
"21",21425,21314,1
"95",95504,95585,1
"94",94054,94043,1
"71",21582,21461,1
"89",21047,21231,1
"21",21535,21565,1
"70",21277,21166,1
"94",94059,94015,1
"21",71270,21127,1
"88",88428,88413,1
"21",21278,21684,1
"84",84092,84007,1
"21",21584,21145,1
"76",76481,76351,1
"21",21355,21038,1
"21",39138,21231,1
"21",21231,21649,1
"69",69389,21054,1
"95",95127,95500,1
"21",21005,13016,1
"21",21617,21248,1
"21",69383,21519,1
"21",94076,21661,1
"21",21408,21627,1
"21",21231,69085,1
"21",21408,21579,1
"63",63038,63178,1
"71",21340,71073,1
"39",39097,21231,1
"21",54395,21473,1
"25",21207,21231,1
"10",89418,10034,1
"21",21462,21555,1
"21",21317,69387,1
"70",70279,21348,1
"13",13212,13001,1
"21",21166,21600,1
"21",21617,21513,1
"70",75056,21355,1
"21",45043,0,1
"25",21315,21617,1
"67",67300,67482,1
"63",63113,63191,1
"57",57463,57385,1
"73",73054,73006,1
"84",13067,13103,1
"89",89112,89418,1
"21",21435,52269,1
"21",21103,21540,1
"39",21038,21617,1
"34",34204,34172,1
"91",91386,91174,1
"29",29232,29153,1
"21",21425,21448,1
"39",39198,39056,1
"21",21281,21462,1
"21",0,21475,1
"21",39198,21663,1
"52",21231,52379,1
"21",21449,21617,1
"10",10199,10387,1
"42",42218,42218,1
"21",21394,21617,1
"21",21386,21617,1
"21",21483,21617,1
"21",39198,21521,1
"21",89340,21250,1
"21",0,21139,1
"21",21617,21309,1
"21",21296,21515,1
"89",21231,51454,1
"21",21515,21023,1
"21",21154,21326,1
"84",84031,84072,1
"21",21034,21603,1
"71",71182,21027,1
"25",21590,21054,1
"89",89338,89206,1
"71",71442,69034,1
"69",69383,21565,1
"92",95527,93005,1
"21",70279,21433,1
"21",25056,52291,1
"21",21398,21515,1
"10",21419,10034,1
"94",94073,94073,1
"21",21268,69266,1
"75",91021,91347,1
"25",21577,21231,1
"21",0,21353,1
"21",25056,71323,1
"76",76231,76540,1
"21",21486,25056,1
"71",71037,71076,1
"71",71076,21577,1
"39",21231,21699,1
"21",21394,21425,1
"21",21383,21171,1
"21",21340,21617,1
"21",21677,71182,1
"21",0,71076,1
"87",87135,87085,1
"06",6085,6069,1
"69",69383,21277,1
"21",21269,21292,1
"13",13205,21231,1
"21",21584,21252,1
"21",21603,21168,1
"21",10333,21231,1
"21",21313,21154,1
"89",21559,21231,1
"39",21249,39198,1
"89",89349,89025,1
"68",68121,21231,1
"89",21044,21425,1
"71",21087,71076,1
"21",21523,21092,1
"71",21231,71480,1
"21",71182,21005,1
"21",21038,21319,1
"21",10387,21628,1
"21",4032,21231,1
"73",73257,73011,1
"21",21599,71182,1
"21",21663,21043,1
"92",92060,92022,1
"71",71100,71100,1
"21",21601,21617,1
"21",21358,92073,1
"75",75113,75105,1
"21",21244,21617,1
"21",21166,21041,1
"83",83118,6088,1
"25",21605,39500,1
"91",91659,91174,1
"39",39300,39441,1
"21",89025,21608,1
"21",21425,89412,1
"71",71013,71076,1
"21",21355,21603,1
"71",71076,21541,1
"71",71073,21036,1
"71",71073,21194,1
"21",75056,42043,1
"21",68121,21231,1
"56",56143,56005,1
"21",21452,21663,1
"25",25287,25056,1
"21",64260,21054,1
"89",21111,21231,1
"39",71566,69123,1
"01",1244,1004,1
"39",39096,39198,1
"21",21069,21054,1
"39",25527,39436,1
"21",21617,21679,1
"21",21000,21350,1
"71",71076,71294,1
"66",66003,66049,1
"21",21425,21706,1
"71",71119,71520,1
"21",21016,21555,1
"73",73057,73999,1
"71",71076,21023,1
"13",13055,13037,1
"21",21617,21627,1
"89",89134,89025,1
"70",70279,21618,1
"89",89024,21422,1
"21",71014,21422,1
"21",21584,21232,1
"21",21000,21136,1
"73",73306,73248,1
"21",21464,21219,1
"21",21012,75056,1
"71",71474,71486,1
"13",13209,13205,1
"25",21231,21636,1
"21",21554,21541,1
"39",39198,21680,1
"21",21584,21325,1
"21",32237,51588,1
"21",21589,0,1
"74",74010,69029,1
"71",89147,21054,1
"34",34007,11262,1
"21",21003,21699,1
"71",21231,71420,1
"34",34270,34192,1
"21",21383,21054,1
"54",54654,54651,1
"91",91552,75056,1
"89",89201,89024,1
"63",63124,63102,1
"21",21715,21464,1
"71",71475,21087,1
"21",25056,21443,1
"10",10410,21231,1
"74",74012,74191,1
"33",33318,21387,1
"71",21322,71076,1
"83",83126,83090,1
"21",21623,21038,1
"21",21321,21091,1
"71",71014,21363,1
"57",54280,57019,1
"38",38486,38516,1
"25",21565,21231,1
"89",21603,21287,1
"84",13001,84147,1
"70",90104,90097,1
"71",21054,71215,1
"28",28134,92063,1
"52",21350,52017,1
"21",21261,52121,1
"38",38059,38516,1
"54",54184,54395,1
"21",21183,21166,1
"31",31555,31424,1
"74",74236,74087,1
"88",88516,88516,1
"21",21425,89328,1
"35",35238,35165,1
"75",92118,92700,1
"73",73065,73242,1
"39",39011,39198,1
"42",42275,42279,1
"17",17385,17299,1
"71",71329,71076,1
"21",21603,21034,1
"21",21038,21540,1
"21",21135,21617,1
"29",29046,29046,1
"21",39189,21331,1
"25",21390,21555,1
"21",21617,21165,1
"21",71076,21221,1
"71",71192,21231,1
"21",21623,21054,1
"75",94067,94067,1
"21",21278,21013,1
"71",71014,21425,1
"21",21390,75114,1
"69",69123,69266,1
"39",21231,21138,1
"21",21594,89024,1
"21",21203,71014,1
"21",21617,21160,1
"30",30028,30202,1
"71",71269,71512,1
"21",21278,21685,1
"25",25056,21080,1
"89",21013,21231,1
"21",21356,75105,1
"92",93005,93073,1
"21",21363,21464,1
"21",52121,21585,1
"34",34199,34003,1
"39",39501,21231,1
"71",71182,21349,1
"21",21000,21038,1
"21",21544,21617,1
"21",59350,21515,1
"21",21617,21373,1
"21",21466,21154,1
"34",34270,34270,1
"52",52269,52197,1
"25",21617,21661,1
"21",39198,39476,1
"83",13055,83087,1
"85",85191,85178,1
"89",89042,89025,1
"21",21103,39436,1
"21",21054,58053,1
"74",74019,74181,1
"89",21341,21603,1
"21",39436,21062,1
"21",21154,21466,1
"21",71182,21089,1
"21",21355,6026,1
"21",71118,21103,1
"21",21515,21222,1
"21",39198,21606,1
"21",21071,21166,1
"21",21183,25056,1
"25",21617,69123,1
"71",71513,71270,1
"70",70550,70561,1
"25",21171,21054,1
"21",21425,21068,1
"25",21054,43051,1
"21",21524,21154,1
"71",71073,71219,1
"26",26033,84138,1
"83",83116,83087,1
"01",71270,71236,1
"21",21712,69123,1
"45",45232,45903,1
"59",59359,59183,1
"21",21005,71182,1
"21",21231,89295,1
"21",89092,21231,1
"71",71076,71426,1
"21",21302,52121,1
"39",71541,71076,1
"21",21060,21632,1
"74",74276,74087,1
"71",69034,71213,1
"76",76711,76217,1
"21",10387,10387,1
"21",21296,52269,1
"21",21236,69029,1
"25",21322,21231,1
"71",71270,21363,1
"01",1027,69125,1
"21",21540,75056,1
"21",21657,21355,1
"21",21316,39198,1
"21",21655,89024,1
"37",37156,37003,1
"21",21231,74225,1
"69",69387,69387,1
"20",20123,20251,1
"21",21482,67482,1
"21",0,21484,1
"21",21054,21289,1
"64",64530,64430,1
"21",10262,10387,1
"21",21103,0,1
"71",21054,71014,1
"10",10343,10387,1
"25",25057,90097,1
"71",71999,71584,1
"71",71342,21481,1
"54",21231,54547,1
"21",21416,71076,1
"21",21184,21617,1
"39",21231,39128,1
"21",21820,21200,1
"21",21067,21515,1
"21",21103,69029,1
"70",25056,21180,1
"58",21501,21231,1
"25",21231,21215,1
"54",54323,54528,1
"21",21297,71182,1
"97",97231,97209,1
"25",21231,21603,1
"21",71076,21508,1
"40",40088,40192,1
"78",94043,91200,1
"71",21420,71153,1
"21",0,21094,1
"71",69123,0,1
"39",39300,39154,1
"21",71113,21617,1
"25",25056,21458,1
"83",83069,83137,1
"52",0,51649,1
"19",19171,19272,1
"71",71377,71270,1
"42",42218,42235,1
"21",71076,71475,1
"21",75119,21464,1
"25",21611,21087,1
"58",71076,21403,1
"25",21231,21133,1
"84",84145,84007,1
"39",39300,21390,1
"71",71309,71309,1
"71",21054,71153,1
"21",21003,21408,1
"75",75115,75999,1
"31",31555,31499,1
"21",21674,21674,1
"95",95527,95277,1
"89",21231,21678,1
"21",21105,39300,1
"21",0,21241,1
"21",69278,21617,1
"21",21278,21141,1
"21",21171,21708,1
"21",21035,71182,1
"21",21015,54547,1
"21",51108,21231,1
"21",21439,0,1
"42",42305,42275,1
"94",91377,91552,1
"21",21077,52121,1
"69",69259,69029,1
"39",21433,39198,1
"85",85012,85047,1
"21",75112,21617,1
"77",91114,91514,1
"39",25056,39013,1
"71",21568,58196,1
"21",21515,21618,1
"21",21278,21589,1
"21",21475,71076,1
"71",71512,71270,1
"21",21421,21154,1
"85",85047,85163,1
"71",69008,58196,1
"21",21390,71263,1
"71",71014,21531,1
"25",21609,21231,1
"70",21166,21574,1
"21",71076,21458,1
"21",21474,39476,1
"25",21054,21567,1
"21",21231,70370,1
"25",21092,21464,1
"21",21535,39198,1
"21",69300,21154,1
"21",21585,21000,1
"21",21506,25056,1
"21",21617,21440,1
"71",71263,71512,1
"13",13205,13206,1
"21",21131,21607,1
"21",21617,21556,1
"71",71512,71269,1
"89",21291,21603,1
"21",21030,21000,1
"21",21617,21683,1
"21",21593,21054,1
"91",91330,91223,1
"21",21416,21038,1
"21",21376,69381,1
"07",7090,7186,1
"21",21090,54395,1
"89",89113,89387,1
"25",67271,21231,1
"21",21501,21164,1
"21",21060,70279,1
"20",20134,20316,1
"89",21394,21603,1
"70",70292,21231,1
"21",21607,21637,1
"90",90069,90097,1
"75",75012,75015,1
"21",21673,71475,1
"71",71081,21568,1
"21",21515,21646,1
"21",71475,21148,1
"83",83057,83023,1
"21",21273,21408,1
"71",71014,71039,1
"25",21194,21162,1
"89",89418,21425,1
"21",21166,21062,1
"21",0,21163,1
"07",7186,7090,1
"71",71486,71212,1
"89",21231,21211,1
"80",80021,80016,1
"25",25198,90097,1
"21",71416,21408,1
"25",21231,21037,1
"25",21027,39436,1
"03",21617,3185,1
"21",21249,21249,1
"21",21277,52405,1
"21",21317,21027,1
"35",35222,35288,1
"37",37231,37214,1
"39",39230,39300,1
"21",39056,21231,1
"83",6088,83118,1
"31",31555,31445,1
"21",52269,21304,1
"03",3155,58194,1
"21",21660,71076,1
"89",21604,75115,1
"17",17378,17197,1
"75",75110,75118,1
"21",21023,21606,1
"05",5110,5023,1
"25",21502,25056,1
"38",38170,38516,1
"71",71073,21190,1
"93",93007,93029,1
"21",39198,21173,1
"13",13055,83137,1
"21",21021,21680,1
"85",85194,85166,1
"21",21127,69194,1
"89",89206,89195,1
"58",21231,21332,1
"21",21599,52509,1
"78",77340,75013,1
"21",21538,71014,1
"21",21603,71157,1
"21",21584,21363,1
"71",71076,21083,1
"21",21054,91433,1
"71",71073,21106,1
"21",71076,21212,1
"07",42023,7010,1
"21",71475,21461,1
"83",83023,83033,1
"21",21464,21360,1
"83",83118,6999,1
"21",21295,71182,1
"89",89005,21425,1
"70",90097,70331,1
"71",69388,21166,1
"89",21210,21231,1
"21",21038,21440,1
"25",21617,21020,1
"88",88468,88160,1
"21",21582,21461,1
"89",21105,21060,1
"21",21584,53012,1
"89",89074,21663,1
"21",71182,21553,1
"52",52269,21433,1
"89",89058,89025,1
"95",95176,95018,1
"69",69386,69384,1
"21",21278,69181,1
"25",21452,86194,1
"89",89416,89024,1
"25",21586,21231,1
"21",21251,21501,1
"21",21408,21126,1
"21",21048,21000,1
"71",71085,71118,1
"21",21231,92063,1
"21",21475,0,1
"34",34172,34333,1
"21",21607,71124,1
"71",71014,21334,1
"13",13213,13055,1
"21",71182,21035,1
"21",54547,21015,1
"09",9261,31999,1
"25",25397,21231,1
"50",50025,14762,1
"26",26336,26108,1
"21",21235,21603,1
"21",21408,21582,1
"93",93010,93053,1
"21",25150,21231,1
"72",72022,72181,1
"94",91377,91377,1
"21",21434,21617,1
"21",21000,52000,1
"59",59168,59512,1
"74",74134,74087,1
"10",10155,21154,1
"21",21425,21034,1
"89",21176,21231,1
"21",21054,21157,1
"71",58196,21568,1
"21",21231,86084,1
"92",92026,92026,1
"71",21231,71081,1
"21",21678,21617,1
"89",89263,21231,1
"89",89024,21425,1
"21",21464,21331,1
"21",75114,21132,1
"71",71,71076,1
"21",21006,21054,1
"21",52121,21302,1
"21",0,21496,1
"21",21468,26184,1
"21",21331,21054,1
"67",67544,67271,1
"21",21562,21599,1
"68",68162,68066,1
"21",71153,21485,1
"71",71182,71479,1
"21",21642,21000,1
"25",21411,21054,1
"21",92033,21391,1
"57",57160,57606,1
"21",71182,71076,1
"89",89206,89338,1
"75",75112,75120,1
"71",21231,71464,1
"69",69013,69009,1
"21",21637,21617,1
"21",72134,21231,1
"21",21500,21213,1
"89",89333,89024,1
"75",75114,75106,1
"10",10290,10298,1
"21",21231,58053,1
"21",25056,21337,1
"21",21322,71182,1
"21",71182,21322,1
"21",21617,21615,1
"21",21234,10364,1
"78",78498,78190,1
"25",21605,25056,1
"25",21054,21292,1
"20",20007,20033,1
"21",21473,69385,1
"89",75103,21603,1
"21",21231,25024,1
"89",21603,21210,1
"21",21278,5130,1
"21",5130,21278,1
"71",71182,71182,1
"89",89150,89024,1
"21",21534,75101,1
"21",21295,21292,1
"23",23165,23140,1
"52",52484,52448,1
"71",21231,21100,1
"21",21403,21525,1
"91",91471,91471,1
"21",21461,54395,1
"89",21425,21514,1
"59",59350,62510,1
"83",83069,83019,1
"39",21038,21581,1
"71",71153,21194,1
"58",21231,21187,1
"39",25056,39139,1
"67",67551,67482,1
"21",21355,94028,1
"21",94028,21355,1
"21",71073,21131,1
"21",39000,21180,1
"21",75118,21205,1
"89",21087,21054,1
"89",21251,21231,1
"75",92350,21910,1
"21",21464,21086,1
"21",71073,21349,1
"06",6054,6149,1
"69",21223,69152,1
"21",21617,21310,1
"85",85178,85191,1
"21",21194,21278,1
"25",71282,21231,1
"21",89005,21336,1
"21",21003,69388,1
"71",21702,71076,1
"21",21231,71475,1
"37",37197,37261,1
"21",21054,21355,1
"73",73322,73248,1
"91",91338,75108,1
"91",91514,93006,1
"21",69123,58196,1
"41",41194,41194,1
"70",21515,70279,1
"21",21408,21041,1
"21",21306,21617,1
"21",25056,80486,1
"21",21231,69228,1
"21",52269,21628,1
"51",51454,51250,1
"76",76384,76384,1
"21",21240,21092,1
"21",94076,21171,1
"21",21068,21023,1
"25",21231,21387,1
"21",71014,21531,1
"21",71448,21166,1
"21",39198,21609,1
"21",19016,21515,1
"21",21408,21111,1
"21",21302,10343,1
"08",8362,8362,1
"21",52405,21090,1
"21",21278,39076,1
"25",21580,21231,1
"21",76448,21231,1
"21",75110,21451,1
"39",39198,21352,1
"21",89074,21591,1
"21",21850,21000,1
"25",21606,21170,1
"21",21166,21183,1
"21",21481,71076,1
"89",21166,21278,1
"25",21231,21559,1
"21",21231,10365,1
"21",94076,21617,1
"03",3190,63113,1
"89",21603,21198,1
"70",25056,39525,1
"21",21189,71073,1
"70",70058,21416,1
"38",38169,38185,1
"21",21390,25056,1
"21",89321,21166,1
"89",89348,89024,1
"69",69259,69387,1
"63",63132,63132,1
"21",21667,21617,1
"21",21166,75056,1
"21",70368,21054,1
"21",21584,21516,1
"75",60520,60350,1
"89",21073,21231,1
