"DPT_EXE","DEPART","ARRIVEE","NBRE"
"21",21425,0,3
"74",74081,74256,3
"21",21603,21073,3
"92",92033,92064,3
"70",25056,21562,3
"21",21607,21295,3
"21",21166,92033,3
"21",21334,21501,3
"78",92064,92072,3
"25",71263,21356,3
"21",21166,21479,3
"26",7324,26362,3
"07",7052,26362,3
"52",21231,21599,3
"21",54547,21383,3
"21",21408,21482,3
"25",64260,21481,3
"21",89446,21525,3
"21",61358,21317,3
"21",21290,21617,3
"25",52121,21231,3
"21",69123,21587,3
"54",54234,54382,3
"21",21425,10034,3
"21",21356,21038,3
"21",21042,71076,3
"21",21582,71014,3
"21",21409,75056,3
"21",71085,21054,3
"21",21540,21008,3
"21",21418,21603,3
"18",18033,18160,3
"70",21231,21562,3
"21",21557,25056,3
"25",21531,21505,3
"21",21231,21234,3
"84",84007,84007,3
"70",70198,21231,3
"25",21231,21227,3
"69",69029,69383,3
"21",21054,21298,3
"39",0,0,3
"21",21584,89197,3
"21",21617,21111,3
"83",83069,83071,3
"21",69123,21317,3
"21",21632,21356,3
"21",21449,21054,3
"21",21154,21011,3
"21",21231,74170,3
"71",71190,21461,3
"21",71014,21708,3
"21",21231,21712,3
"41",41018,37003,3
"66",66017,66136,3
"25",21407,21054,3
"21",71182,21461,3
"21",71014,21635,3
"49",49099,49099,3
"73",73023,73065,3
"21",21617,21587,3
"21",21562,21617,3
"21",21102,21617,3
"21",86160,21555,3
"21",21684,21606,3
"21",69384,21525,3
"34",34300,34500,3
"21",21191,21515,3
"25",21231,21610,3
"22",22113,22324,3
"21",21154,21505,3
"88",54357,88465,3
"21",21603,21298,3
"21",21038,21623,3
"21",21278,21087,3
"34",34172,34926,3
"39",39198,21493,3
"25",39436,21054,3
"62",62842,59477,3
"21",21201,21685,3
"21",54395,21502,3
"70",21680,39198,3
"10",21302,10387,3
"71",71999,71137,3
"91",91514,91514,3
"21",21715,21023,3
"71",71153,21054,3
"21",21200,71640,3
"21",21247,71014,3
"10",10387,10186,3
"21",21617,21665,3
"89",89024,89439,3
"21",21175,25056,3
"21",21356,25250,3
"71",21616,71182,3
"71",71342,21231,3
"21",39238,21231,3
"21",21571,21292,3
"21",21617,21148,3
"21",21231,39436,3
"25",21267,25056,3
"21",21231,21155,3
"21",71076,41234,3
"21",21256,21617,3
"21",21472,21617,3
"21",21656,21515,3
"71",71073,21196,3
"39",21038,39300,3
"21",52121,11335,3
"21",21082,21515,3
"89",21425,89321,3
"89",89024,21154,3
"39",39543,39300,3
"21",21232,21505,3
"21",21202,10333,3
"20",20004,20004,3
"21",21479,21166,3
"21",21577,25056,3
"39",21637,21607,3
"21",39056,21496,3
"25",21054,21423,3
"54",54547,21617,3
"25",21344,21231,3
"21",21510,21617,3
"21",21515,21486,3
"21",21555,86160,3
"21",21706,21432,3
"25",25212,21038,3
"71",21405,71076,3
"21",21617,21327,3
"21",21166,69029,3
"21",21166,69383,3
"71",71445,21231,3
"21",21329,21603,3
"70",21231,70198,3
"91",91514,91552,3
"25",21060,21231,3
"25",21617,21607,3
"21",71014,21139,3
"25",71076,21172,3
"25",21092,71076,3
"21",21205,21166,3
"21",21320,21355,3
"21",21231,68121,3
"21",21176,21054,3
"21",21054,21035,3
"25",21231,21442,3
"25",21297,21231,3
"89",89013,89024,3
"21",21607,71270,3
"21",21605,21315,3
"77",77285,77014,3
"21",71640,21200,3
"21",21554,69152,3
"21",21603,69123,3
"54",54547,54462,3
"21",71182,21532,3
"13",13203,13054,3
"13",13054,13203,3
"06",6123,6027,3
"89",21611,21231,3
"21",21617,21213,3
"89",21584,21231,3
"71",71076,21590,3
"83",83061,83118,3
"21",21091,71076,3
"21",21254,21294,3
"21",21355,21390,3
"21",21383,54547,3
"17",17347,17347,3
"21",71073,21582,3
"21",21591,21278,3
"71",69389,21195,3
"21",86160,21617,3
"21",21366,21464,3
"10",10186,10387,3
"25",21193,71475,3
"21",0,21429,3
"25",21171,69123,3
"74",74217,74019,3
"21",21685,21226,3
"69",1248,1333,3
"70",70101,25056,3
"25",25056,25467,3
"21",21485,21603,3
"21",71076,21042,3
"21",71076,21496,3
"21",21166,21043,3
"21",21458,21473,3
"21",21515,21571,3
"21",52121,21305,3
"21",25056,21405,3
"89",21259,21231,3
"21",58026,21617,3
"21",21054,21028,3
"21",21592,21617,3
"21",21231,39233,3
"71",71270,71150,3
"21",75115,21154,3
"88",88321,88124,3
"83",83126,83009,3
"21",21617,21268,3
"21",21498,21603,3
"56",56260,56206,3
"71",21,21582,3
"21",21320,25056,3
"21",21611,21210,3
"21",21376,21166,3
"39",21231,21572,3
"21",89418,21203,3
"30",30189,30125,3
"21",21663,21007,3
"71",21231,21086,3
"73",73054,73054,3
"21",21054,21133,3
"21",21514,21425,3
"89",89024,89279,3
"21",21443,21231,3
"70",21433,25056,3
"89",21505,21231,3
"21",21696,21603,3
"93",75114,93063,3
"21",21166,21173,3
"06",6029,6085,3
"21",21261,21617,3
"21",21061,21617,3
"71",21196,71073,3
"21",21572,21699,3
"21",21555,21555,3
"21",21578,21166,3
"21",21425,21090,3
"21",21585,21112,3
"64",64249,64102,3
"21",21425,21276,3
"21",69123,21603,3
"21",21011,21154,3
"21",21531,69123,3
"21",21426,71014,3
"21",21239,39233,3
"83",83148,83050,3
"21",21000,21500,3
"59",59168,59586,3
"25",71076,21347,3
"21",52121,21201,3
"21",21000,21170,3
"21",21139,21617,3
"21",21258,21425,3
"21",21154,75115,3
"89",89229,89387,3
"91",91338,75114,3
"21",21024,21425,3
"21",21535,21370,3
"21",39030,21038,3
"89",21247,89024,3
"89",21295,21231,3
"25",21054,21322,3
"21",21008,21584,3
"21",21425,21139,3
"21",21167,21617,3
"21",21323,21617,3
"88",88160,88196,3
"21",21154,21484,3
"45",45103,45004,3
"21",21428,71076,3
"21",21120,21000,3
"21",21617,21139,3
"25",21194,21166,3
"21",21281,21317,3
"21",25056,21558,3
"71",21603,71190,3
"40",40088,33063,3
"21",58026,21154,3
"83",83137,83137,3
"89",89387,89074,3
"21",21021,57463,3
"21",70305,70279,3
"21",21432,55029,3
"21",21377,21603,3
"21",21054,88160,3
"21",21014,21617,3
"21",21110,21278,3
"52",52121,52306,3
"21",21001,71475,3
"25",21474,21054,3
"31",31445,31445,3
"21",21699,21572,3
"21",21154,21357,3
"21",21130,21617,3
"21",21603,21626,3
"12",12247,12145,3
"21",21408,21295,3
"71",71014,21420,3
"21",21442,39198,3
"26",26275,84127,3
"21",21285,21166,3
"01",1363,1004,3
"21",21054,21062,3
"21",21617,21419,3
"21",71076,21428,3
"21",21312,21231,3
"21",71014,21374,3
"21",89418,21047,3
"21",71076,21476,3
"25",25056,21138,3
"21",21316,21278,3
"21",21501,21321,3
"21",21501,21229,3
"21",21515,21632,3
"70",25056,21503,3
"25",21054,25056,3
"69",69388,21231,3
"21",21355,21320,3
"21",21587,69385,3
"21",21177,21617,3
"21",75056,21166,3
"25",21347,71076,3
"21",21635,71014,3
"21",21071,69123,3
"71",71185,71270,3
"69",69290,69290,3
"58",21687,21231,3
"21",21231,69282,3
"25",21485,25056,3
"21",1053,21089,3
"21",21617,21108,3
"21",21603,21302,3
"21",21315,21605,3
"21",21009,21023,3
"89",21525,21663,3
"21",93066,21171,3
"21",21350,21154,3
"71",21054,21502,3
"21",89025,21710,3
"21",21231,19016,3
"25",21170,21231,3
"21",89005,21454,3
"21",88160,21054,3
"21",21166,21356,3
"21",55029,21432,3
"89",21390,21231,3
"71",71310,71309,3
"25",25056,21285,3
"21",21355,21383,3
"21",21054,89074,3
"13",13004,13100,3
"21",21231,71479,3
"21",21231,77274,3
"21",21203,21166,3
"21",21464,21442,3
"21",54214,21663,3
"21",21454,89005,3
"21",21603,21693,3
"21",21617,21439,3
"21",21617,21259,3
"21",21203,89418,3
"71",21195,69389,3
"21",21617,21366,3
"14",14333,14202,3
"21",21054,21164,3
"21",21278,21154,3
"21",21487,21617,3
"25",21515,21515,3
"89",21223,21231,3
"21",21699,21278,3
"21",21356,71182,3
"21",21584,21593,3
"21",21231,89328,3
"01",69137,69115,3
"21",21054,71270,3
"21",21474,21103,3
"21",21154,21278,3
"21",21591,21617,3
"21",70279,70305,3
"21",21263,21515,3
"21",21031,69029,3
"21",21409,21166,3
"21",21425,21205,3
"21",21709,71182,3
"34",34157,34301,3
"25",21231,21351,3
"21",21266,21317,3
"21",71119,21054,3
"89",89024,89321,3
"21",21131,21038,3
"70",67482,70408,3
"21",21437,21617,3
"33",33318,33160,3
"21",21609,21038,3
"89",94076,21231,3
"88",88465,54547,3
"21",21268,21617,3
"11",11310,11069,3
"21",21708,71014,3
"21",25056,21577,3
"21",21237,21154,3
"71",71076,21190,3
"21",21092,21590,3
"89",89074,21054,3
"21",21617,21489,3
"21",71475,21347,3
"21",71014,21247,3
"21",21617,21343,3
"21",21302,10387,3
"21",75119,21499,3
"71",21558,71076,3
"52",52269,21231,3
"21",21713,39198,3
"70",70198,70279,3
"21",70122,61358,3
"45",45232,45234,3
"21",21414,71014,3
"21",21231,16405,3
"21",21227,21278,3
"17",17299,17385,3
"52",21350,52121,3
"21",21549,52121,3
"26",26198,26198,3
"21",21474,21166,3
"70",70550,70265,3
"21",21481,21171,3
"21",21464,21023,3
"31",31113,31555,3
"21",21425,71076,3
"21",21501,39198,3
"21",21431,21617,3
"52",52269,52093,3
"21",21008,21540,3
"21",21405,25056,3
"25",21535,21370,3
"21",21606,21684,3
"25",21246,21231,3
"25",21405,21617,3
"71",21171,71263,3
"89",89024,89238,3
"25",21505,21531,3
"21",21096,21166,3
"21",25056,21028,3
"21",21231,21628,3
"21",21617,21506,3
"21",21054,21449,3
"17",17299,17337,3
"21",21021,21278,3
"21",21617,21433,3
"94",94067,94080,3
"58",58159,58079,3
"21",21665,21617,3
"25",21231,21367,3
"21",21617,21359,3
"21",21170,69123,3
"93",93064,93048,3
"51",51108,51454,3
"39",25056,39189,3
"21",21166,21474,3
"21",21004,52269,3
"21",21371,25056,3
"21",21278,21112,3
"21",21603,89321,3
"21",21060,21166,3
"52",21296,52121,3
"21",21231,71520,3
"71",71542,21231,3
"21",21292,69386,3
"21",21603,54196,3
"89",21231,21538,3
"21",21398,21028,3
"21",21166,75115,3
"21",21076,21515,3
"21",21385,99999,3
"21",71475,21001,3
"71",21412,21054,3
"71",21054,21412,3
"06",6029,6030,3
"54",54462,54547,3
"69",69137,69092,3
"21",21231,69181,3
"21",21464,21366,3
"21",21617,21711,3
"89",21231,21200,3
"21",21337,69202,3
"21",21047,89418,3
"21",21408,21473,3
"21",21618,70550,3
"21",25056,21171,3
"21",71076,21636,3
"69",69275,69266,3
"25",21481,64260,3
"21",21408,21589,3
"21",21166,21606,3
"21",21231,42008,3
"89",21231,21280,3
"69",21231,21231,3
"21",21001,21603,3
"25",21231,21059,3
"89",21425,21642,3
"21",21425,21422,3
"21",39198,21555,3
"21",21617,21685,3
"89",21231,89387,3
"21",21545,52269,3
"21",21425,21389,3
"21",21225,21617,3
"21",21321,21501,3
"21",21251,0,3
"21",70279,21398,3
"21",3061,21231,3
"21",21659,21617,3
"21",21486,21515,3
"21",71153,21009,3
"39",25056,39525,3
"21",10387,21302,3
"21",21500,21007,3
"71",71076,21558,3
"89",89418,89418,3
"54",54547,21231,3
"21",0,21332,3
"21",69383,21412,3
"71",71270,71185,3
"21",0,21421,3
"21",21229,21501,3
"21",21617,21643,3
"71",21231,21037,3
"71",71475,21054,3
"71",21196,69383,3
"21",21248,21231,3
"21",21171,93066,3
"21",21617,21281,3
"21",21166,21408,3
"21",21432,21519,3
"91",91286,91228,3
"71",21190,71076,3
"21",21604,75056,3
"21",21314,21231,3
"83",83065,83036,3
"21",21609,39198,3
"21",21087,71475,3
"21",21380,21603,3
"58",58079,21231,3
"39",39300,39543,3
"89",21263,21231,3
"21",21340,71100,3
"21",69384,21086,3
"21",21000,21441,3
"21",21412,21166,3
"70",21416,70279,3
"21",21617,88421,3
"39",39198,21331,3
"70",70279,70198,3
"21",21617,21674,3
"21",39198,21440,3
"71",21231,71202,3
"21",21540,69123,3
"30",30189,30212,3
"21",39476,21285,3
"71",71076,21087,3
"21",54395,21166,3
"21",21252,21154,3
"25",21356,71263,3
"52",52306,52121,3
"21",21195,71076,3
"21",21617,21240,3
"21",21324,21515,3
"89",89074,21617,3
"70",70550,21468,3
"10",21617,21305,3
"39",25056,21239,3
"25",21166,71002,3
"13",13070,13005,3
"21",21292,21316,3
"67",67674,88160,3
"21",39300,21171,3
"39",25056,39233,3
"25",71002,21166,3
"21",25056,21183,3
"21",21408,21087,3
"21",88435,21617,3
"21",21603,21604,3
"25",21231,39500,3
"21",21204,89024,3
"21",21054,63001,3
"25",71076,21458,3
"21",21420,21079,3
"21",69029,21295,3
"21",71073,21023,3
"21",25056,21611,3
"71",39198,21607,3
"70",25056,70550,3
"21",21011,21617,3
"71",71076,21464,3
"21",21600,21617,3
"21",21617,21189,3
"21",21319,21617,3
"26",26362,7324,3
"21",21515,21699,3
"88",88196,88160,3
"21",21645,39198,3
"21",21617,71270,3
"21",21229,21603,3
"21",71118,21370,3
"89",89387,89464,3
"25",21166,71118,3
"71",21461,71190,3
"25",21092,21254,3
"21",21618,21540,3
"21",21490,21154,3
"21",21558,69029,3
"91",75114,91338,3
"21",21278,21629,3
"21",21617,21331,3
"21",21231,64260,3
"21",21416,39198,3
"21",25056,21371,3
"21",21617,21340,3
"21",21154,21602,3
"21",39198,21575,3
"21",21425,21279,3
"69",69029,69266,3
"21",21028,21398,3
"21",25000,21166,3
"21",21425,21530,3
"75",94076,91471,3
"21",25056,21100,3
"88",88465,54357,3
"25",21492,71076,3
"25",21617,21586,3
"21",39198,21074,3
"21",21353,25056,3
"21",21295,21607,3
"34",34172,34344,3
"52",52060,52269,3
"21",21033,21603,3
"25",21442,21231,3
"21",21317,99999,3
"21",21204,89025,3
"89",21709,21231,3
"21",21702,21617,3
"21",21441,21617,3
"21",75110,21166,3
"21",21464,39056,3
"21",21546,21584,3
"21",21617,21299,3
"21",21295,69029,3
"21",21673,21617,3
"93",93070,75118,3
"39",21231,21231,3
"34",34500,34300,3
"70",70550,25056,3
"21",21565,21617,3
"83",83036,83065,3
"89",89321,21603,3
"21",25056,21557,3
"69",69034,69123,3
"21",21003,21398,3
"21",90047,21231,3
"71",21423,21231,3
"71",0,21411,3
"21",25056,21416,3
"21",21278,21501,3
"30",30212,30189,3
"83",83069,83091,3
"21",21171,21005,3
"21",11335,52121,3
"41",37003,41018,3
"21",21476,71076,3
"71",71071,71445,3
"21",21302,21425,3
"94",94068,94028,3
"21",21160,21603,3
"21",71076,54143,3
"21",21223,69123,3
"21",21356,21632,3
"70",92060,21562,3
"52",21090,21154,3
"88",54999,88465,3
"73",73057,73011,3
"21",21515,21127,3
"21",21349,89025,3
"21",21023,71073,3
"20",20033,20033,3
"21",21148,21617,3
"21",21460,52121,3
"21",21432,71118,3
"21",52269,21519,3
"21",71270,21548,3
"25",21269,25056,3
"21",21280,21525,3
"39",39266,39198,3
"21",21109,25056,3
"21",21331,21166,3
"21",21617,21610,3
"94",94041,94043,3
"21",16136,69029,3
"69",1249,21231,3
"21",21449,21584,3
"89",21425,89024,3
"21",21131,71475,3
"21",21038,21353,3
"21",21171,39300,3
"21",21649,21231,3
"71",71190,21603,3
"89",21231,21633,3
"21",21317,21158,3
"34",34344,34172,3
"21",21231,11131,3
"21",21582,71073,3
"58",58067,21108,3
"10",21693,21231,3
"21",21395,21425,3
"89",21026,21603,3
"21",21054,21446,3
"25",21356,21231,3
"10",10387,21149,3
"21",21642,89024,3
"21",21170,71182,3
"89",21231,21605,3
"21",69123,21071,3
"21",21196,39198,3
"10",10317,10387,3
"21",21548,89025,3
"71",71475,71073,3
"21",25056,21320,3
"21",21187,21603,3
"06",6088,6010,3
"25",39198,21231,3
"21",21231,11219,3
"71",71182,21166,3
"21",21515,21353,3
"89",89257,21231,3
"84",84020,84035,3
"39",71379,21231,3
"21",21626,21154,3
"21",75679,21310,3
"21",21166,21409,3
"21",89280,21603,3
"21",21033,21617,3
"25",21680,25056,3
"39",39056,39300,3
"21",25056,21605,3
"89",21603,89321,3
"21",71282,21603,3
"70",21468,70550,3
"21",21008,75118,3
"21",89321,21603,3
"25",21534,21617,3
"21",25056,21172,3
"39",39147,25056,3
"71",71355,71076,3
"72",72154,72181,3
"21",21515,21076,3
"39",39393,21231,3
"21",99999,21290,3
"21",21611,21652,3
"70",21231,70122,3
"21",99999,21599,3
"21",39233,21239,3
"21",21166,21412,3
"69",69137,69019,3
"21",21133,21054,3
"10",21149,10387,3
"21",21049,21231,3
"21",21617,21122,3
"71",69029,21236,3
"21",21483,21166,3
"58",58095,58046,3
"10",10387,21302,3
"21",21603,89197,3
"21",21343,21425,3
"21",21584,21292,3
"21",21425,21329,3
"21",21154,21077,3
"39",39233,21231,3
"18",18033,18033,3
"21",21398,70279,3
"69",69389,69384,3
"21",21546,58180,3
"21",61358,70122,3
"21",71014,21375,3
"25",21475,21231,3
"73",73065,73023,3
"21",21501,71118,3
"52",52121,21350,3
"25",21110,21166,3
"21",57463,21021,3
"21",21355,21191,3
"84",84129,30011,3
"25",21171,21617,3
"21",21548,71270,3
"21",21309,21603,3
"21",21652,21611,3
"06",6027,6157,3
"89",21231,21247,3
"89",21525,71014,3
"21",21617,21437,3
"21",21617,21102,3
"51",51535,51230,3
"52",21231,52017,3
"21",21005,21171,3
"71",0,71076,3
"21",21232,75056,3
"21",21685,21201,3
"30",30189,30189,3
"71",71445,71071,3
"89",21603,21026,3
"21",21515,21242,3
"21",21115,52269,3
"21",21515,21304,3
"21",21304,21515,3
"21",25056,21610,3
"71",21461,21412,3
"71",21412,21461,3
"71",21231,71379,3
"21",52269,21004,3
"10",10033,10387,3
"71",21683,71014,3
"71",21231,71118,3
"21",39198,21442,3
"21",21525,69384,3
"25",21054,21412,3
"21",89025,21349,3
"21",39198,21351,3
"21",21603,21143,3
"21",21347,71475,3
"21",71182,21684,3
"52",21090,52269,3
"21",21317,21385,3
"89",21177,21231,3
"39",21607,21637,3
"95",95018,95018,3
"21",74170,52121,3
"21",25056,21480,3
"21",21355,21273,3
"21",2333,21603,3
"52",21231,52197,3
"21",21179,21209,3
"73",73008,73008,3
"21",21360,21200,3
"21",21148,21166,3
"69",69266,69123,3
"21",21000,21394,3
"21",21294,21254,3
"71",71263,21171,3
"21",21278,21416,3
"21",21231,50406,3
"54",54651,54043,3
"21",21061,21603,3
"88",88124,88321,3
"69",69381,69384,3
"21",21710,89025,3
"25",71076,21405,3
"21",21408,21611,3
"52",52121,52017,3
"70",25056,70331,3
"02",2158,2408,3
"21",21452,25056,3
"21",52449,21599,3
"21",21617,21702,3
"21",69389,21603,3
"21",10387,21545,3
"94",94080,94067,3
"21",21517,21617,3
"21",39436,21231,3
"52",21231,52269,3
"03",3310,3310,3
"89",21231,21317,3
"89",21416,21231,3
"21",92060,21573,3
"21",21083,71014,3
"21",49205,21231,3
"21",21603,21052,3
"69",69244,69123,3
"71",21054,71475,3
"75",75108,75118,3
"92",93046,93008,3
"21",21716,21617,3
"51",51454,51108,3
"21",75056,21409,3
"07",26198,26198,3
"34",34301,34172,3
"84",30011,84129,3
"71",71486,71076,3
"21",21393,52269,3
"21",21515,21464,3
"21",25056,21691,3
"52",52197,21231,3
"21",21611,25056,3
"71",21054,10334,3
"21",71014,21426,3
"21",21231,89321,3
"21",21482,0,3
"25",21054,21684,3
"12",12145,12247,3
"21",21465,52121,3
"21",71014,21710,4
"21",21663,21598,4
"21",21081,21617,4
"25",25056,21485,4
"21",21515,21126,4
"21",21037,71076,4
"21",21058,52269,4
"03",3190,3183,4
"21",21620,21617,4
"21",71073,54395,4
"89",21538,21231,4
"21",21196,0,4
"21",21044,21603,4
"21",10387,21655,4
"38",38053,38053,4
"21",21617,21409,4
"21",70122,21277,4
"48",48034,21231,4
"21",21038,21645,4
"21",21086,21603,4
"21",21330,21292,4
"21",21292,21021,4
"21",21005,21554,4
"21",21617,21604,4
"21",21686,21617,4
"21",21023,21334,4
"25",21231,21478,4
"21",21000,21673,4
"21",21452,21106,4
"21",71014,21715,4
"70",21562,25056,4
"58",71014,21584,4
"71",71400,21000,4
"03",3183,3190,4
"21",21413,21425,4
"21",21045,21278,4
"91",91471,91122,4
"21",21605,25056,4
"69",1249,21383,4
"52",52121,21296,4
"10",21231,21336,4
"70",70550,70122,4
"21",21250,21154,4
"21",21617,21335,4
"21",21617,21300,4
"21",21617,21411,4
"21",21515,21163,4
"21",21617,21319,4
"89",21231,21223,4
"21",21599,21383,4
"75",75115,75116,4
"21",21087,21166,4
"21",21054,21010,4
"21",21554,21166,4
"21",58268,21231,4
"89",21026,21231,4
"21",21603,21393,4
"21",21502,61104,4
"29",29046,29232,4
"83",83118,83061,4
"21",21078,21603,4
"69",69123,69034,4
"70",70331,21231,4
"21",21279,21154,4
"21",21106,21632,4
"21",21154,10261,4
"71",21268,69383,4
"21",92033,21336,4
"21",88421,21617,4
"21",21432,21109,4
"21",69381,21371,4
"25",21231,21275,4
"21",21167,21292,4
"83",83071,83069,4
"25",21172,21231,4
"21",21170,21000,4
"21",21670,21425,4
"21",21674,21603,4
"89",89025,21231,4
"21",21515,21106,4
"21",71014,21603,4
"21",21617,21163,4
"21",21540,71118,4
"21",21371,21617,4
"21",21045,71118,4
"21",21610,21617,4
"21",21225,21317,4
"21",21273,21054,4
"71",21461,71153,4
"21",21317,0,4
"71",71076,54143,4
"21",21356,21515,4
"71",71182,21032,4
"21",21231,39432,4
"25",21617,21209,4
"21",21231,51259,4
"21",21617,21056,4
"71",71520,21231,4
"71",71076,21086,4
"21",21166,54547,4
"26",84019,26370,4
"06",6157,6027,4
"25",21355,21617,4
"21",21617,21320,4
"21",21154,21276,4
"21",21038,21285,4
"21",71153,21636,4
"21",69029,21175,4
"21",85254,21278,4
"21",21143,21154,4
"59",59659,59601,4
"21",21585,21054,4
"21",21617,21002,4
"21",21501,21009,4
"21",90023,21190,4
"21",21292,21330,4
"21",21340,1711,4
"71",21461,71378,4
"21",39198,21496,4
"89",21231,21452,4
"21",21574,70279,4
"89",21028,21231,4
"21",21584,71182,4
"68",68066,68066,4
"21",71292,21582,4
"21",21582,71292,4
"77",77288,77389,4
"71",69123,71523,4
"21",21456,21154,4
"21",10363,21231,4
"25",21231,21107,4
"21",21607,21162,4
"21",21617,21187,4
"89",21231,89345,4
"71",71076,21189,4
"21",21632,21106,4
"21",21425,21707,4
"58",21231,21608,4
"21",21231,21248,4
"21",39361,21617,4
"89",21231,21259,4
"21",71182,21405,4
"21",75115,21166,4
"70",21231,70353,4
"21",21213,21452,4
"21",21355,21623,4
"88",88196,88413,4
"21",39476,21171,4
"21",89025,21417,4
"58",21139,21231,4
"21",21250,21603,4
"21",21014,21054,4
"69",69123,71105,4
"21",21555,21315,4
"21",70327,21231,4
"21",21617,21442,4
"21",21231,2149,4
"21",21573,21177,4
"71",71270,21196,4
"62",62041,62041,4
"21",21186,21166,4
"25",21370,21166,4
"21",21008,25056,4
"21",21657,21128,4
"75",75120,75120,4
"21",71182,21038,4
"21",21469,54547,4
"21",21571,21038,4
"21",21103,21239,4
"21",92024,21231,4
"25",21054,21634,4
"39",39198,21249,4
"01",69388,69387,4
"21",21094,21617,4
"21",21061,21231,4
"21",21715,71014,4
"21",21534,25056,4
"21",21226,21166,4
"21",21629,21278,4
"21",21554,21005,4
"42",42275,42218,4
"21",21106,21515,4
"25",25047,25047,4
"70",70279,70122,4
"21",21145,21231,4
"21",71076,21007,4
"89",89257,89024,4
"21",21163,21515,4
"58",21231,21375,4
"21",21231,39476,4
"21",71182,21584,4
"21",21704,21617,4
"21",21362,0,4
"21",21514,21154,4
"21",21106,21452,4
"34",34150,34301,4
"21",21166,21056,4
"21",71014,21567,4
"21",21425,21633,4
"21",21501,21580,4
"21",21371,69381,4
"21",21521,21515,4
"25",21231,21477,4
"11",11262,11255,4
"21",21103,21475,4
"21",89024,21154,4
"21",21559,21559,4
"94",94068,94068,4
"21",0,21474,4
"21",21609,21515,4
"34",34301,34023,4
"21",71076,21037,4
"25",21515,71118,4
"21",21353,21554,4
"59",21231,59527,4
"21",21618,52121,4
"21",21163,21617,4
"75",95018,95277,4
"21",21710,75056,4
"21",21515,21482,4
"71",21231,21231,4
"21",21611,21273,4
"21",21603,69389,4
"21",21439,21617,4
"21",21617,21356,4
"21",21617,21087,4
"21",21617,21125,4
"21",21089,1053,4
"21",21128,21617,4
"77",77389,77288,4
"21",21317,52269,4
"71",21032,71182,4
"21",21071,21617,4
"71",21140,21231,4
"21",10034,21425,4
"75",75119,75119,4
"21",75056,21603,4
"21",21495,39198,4
"21",21674,21617,4
"38",38185,38516,4
"70",21231,70408,4
"21",21277,54395,4
"89",92060,21200,4
"25",71076,21086,4
"21",21636,71153,4
"21",51588,0,4
"21",25056,21482,4
"70",21522,70022,4
"21",21425,21299,4
"70",21281,21231,4
"25",21617,21599,4
"21",21515,52121,4
"21",89025,21676,4
"21",21683,21000,4
"21",21617,21145,4
"21",21617,21152,4
"21",21098,21617,4
"21",21515,21661,4
"92",92025,92025,4
"77",93046,93008,4
"91",91286,91174,4
"21",71182,21515,4
"21",10387,21215,4
"21",21653,21154,4
"21",21054,21473,4
"21",54547,21546,4
"21",21655,21617,4
"21",21603,71014,4
"77",77014,77285,4
"72",72181,72181,4
"25",21231,21591,4
"21",21425,21134,4
"21",89197,21603,4
"21",21417,89025,4
"21",21120,21617,4
"71",21340,69123,4
"92",92012,92064,4
"58",58194,58059,4
"88",88383,88383,4
"21",21231,21145,4
"21",25056,21008,4
"94",75105,94019,4
"21",69123,21584,4
"21",21000,21400,4
"21",61104,21502,4
"70",70353,21231,4
"21",21617,21191,4
"21",21187,21617,4
"71",71506,21231,4
"21",21317,21281,4
"21",21370,21166,4
"71",71190,71190,4
"21",21525,89446,4
"21",21377,21617,4
"75",94043,21231,4
"21",21475,21103,4
"71",21231,71520,4
"21",21171,21317,4
"71",21569,71202,4
"69",69123,69244,4
"21",21475,21464,4
"21",21054,71153,4
"21",21603,21431,4
"21",21278,21618,4
"25",21171,21166,4
"89",89024,21247,4
"21",39517,21231,4
"89",89387,89387,4
"21",21103,21028,4
"21",21567,71014,4
"21",21038,75056,4
"75",21048,92060,4
"70",70408,21231,4
"71",69029,21196,4
"21",21355,21126,4
"89",21278,21525,4
"25",21397,21231,4
"21",21405,21590,4
"21",92023,21154,4
"21",3020,21232,4
"21",94043,21299,4
"58",71014,21102,4
"21",21160,21154,4
"21",54547,21166,4
"21",21617,21536,4
"25",21054,21092,4
"71",21150,71153,4
"21",21178,21407,4
"21",21613,21023,4
"21",21280,21710,4
"21",21226,21573,4
"71",71566,71462,4
"21",21515,21191,4
"67",21038,67482,4
"21",21639,25056,4
"21",21054,21066,4
"71",71378,21461,4
"21",21617,21094,4
"25",69123,21054,4
"25",25056,21342,4
"21",21425,21413,4
"71",71523,69123,4
"21",21285,21038,4
"12",12239,34172,4
"21",21485,0,4
"21",21054,71208,4
"21",21292,69385,4
"21",21058,21166,4
"25",70003,21231,4
"21",21166,75110,4
"89",21003,21231,4
"93",93045,93045,4
"21",21408,21154,4
"68",68224,68287,4
"21",21617,21000,4
"21",75056,21604,4
"21",21131,21464,4
"21",21603,21363,4
"94",94067,75120,4
"21",69029,21617,4
"25",25056,21054,4
"21",21154,21599,4
"21",21291,21425,4
"25",21583,21231,4
"71",71379,21231,4
"49",49007,49007,4
"21",69123,21617,4
"21",21628,54395,4
"21",21171,39476,4
"21",21231,25434,4
"21",21352,21617,4
"21",21440,39198,4
"25",21231,21315,4
"21",88187,21231,4
"21",21054,94076,4
"58",58059,58194,4
"25",21515,21171,4
"25",21087,21231,4
"21",62189,21231,4
"21",21603,21250,4
